,full_text,favorite_count,retweet_count,created_at,user.followers_count,engagement,performance,twtlength
41,"Join us for LIVE reaction to the conclusion of the #UEL group stage! 

📺 Tune in for Arsenal Nation LIVE, with @AnitaNnekaJones, @JimCampbellTFR and @AdrianJClarke... https://t.co/S66VUyQISw",537,53,2019,15321087,590,0.0,192
42,"Full-time in Liege - and we've won Group F

🏆 #UEL",9586,1445,2019,15321087,11031,0.07,52
43,"A change for the last five minutes...

🔛 Aubameyang
↩️ Smith Rowe

🔴 2-2 🔵 (85)

🏆 #UEL https://t.co/nc3dQjygx3",1660,158,2019,15321087,1818,0.01,118
44,"And now we're level! @BukayoSaka87 equalises.

🔴 2-2 🔵 (81)

🏆 #UEL https://t.co/oxxUb8BvPS",4526,602,2019,15321087,5128,0.03,95
45,"Lacazette pulls one back.

🔴 2-1 🔵 (78)

🏆 #UEL https://t.co/8PtYGcPora",3094,473,2019,15321087,3567,0.02,75
46,"Goal for Standard Liege - scored by Amallah

🔴 2-0 🔵 (68)

🏆 #UEL",4148,556,2019,15321087,4704,0.03,69
47,"Goal for Standard Liege - scored by Bastien

🔴 1-0 🔵 (47)

🏆 #UEL",2105,306,2019,15321087,2411,0.02,69
48,"No goals in the first 45.

🏆 #UEL",1927,212,2019,15321087,2139,0.01,35
49,"Still goalless - but @BukayoSaka87 has now gone close twice...

🔴 0-0 🔵 (32)

🏆 #UEL https://t.co/ZL8raKR5Sv",1181,83,2019,15321087,1264,0.01,112
50,"We're underway in Liege!

🔴 0-0 🔵 (1)

🏆 #UEL https://t.co/oM3ZCCaKCC",1261,123,2019,15321087,1384,0.01,73
51,"The teams are out of the tunnel!

📻 Tune in for free commentary from tonight's #UEL clash! 👇",894,105,2019,15321087,999,0.01,94
52,"Looking for some pre-match viewing ahead of tonight's match? 🤔

Well, you're in luck - Arsenal Nation LIVE is on air now! 🔴

📺 Tune in now to join our panel of @AnitaNnekaJones, @JimCampbellTFR and @AdrianJClarke 👇",698,63,2019,15321087,761,0.0,218
53,"👀 Quick pitch check!

👔 @Freddie

🏆 #UEL https://t.co/3zGvQLRm3y",4649,456,2019,15321087,5105,0.03,68
54,"📋 Here's our team in Belgium tonight...

🇬🇷 @DMavropanos handed a start
🇫🇷 @MatteoGuendouzi returns to the XI
🏴󠁧󠁢󠁥󠁮󠁧󠁿 @ReissNelson9 and @EmileSmithRowe both start
🇫🇷 @LacazetteAlex leads the line

🏆 #UEL",8029,1634,2019,15321087,9663,0.06,210
55,"👋 Good evening, Liege 🇧🇪

🏆 #UEL https://t.co/1X6eSfslIp",3720,347,2019,15321087,4067,0.03,58
56,"😄 Almost time for the last group stage matchday!

🆚 @Standard_RSCL
🏟 Stade Maurice Dufrasne
🏆 @EuropaLeague
🇬🇧 5.55pm kick-off (UK time)

#️⃣ #UEL https://t.co/B9oH4TEfjX",3100,327,2019,15321087,3427,0.02,177
57,"Looking back on the year 2️⃣0️⃣1️⃣9️⃣... 

We're compiling our top five goals of the year - but was this your favourite? 🤔

😶 @LacazetteAlex https://t.co/z4C4OyKR7a",8655,964,2019,15321087,9619,0.06,168
58,"It's the time of year to catch up with those you love 🥰

Isn't that right, @LeeDixon2, @TheDavidSeaman and @RealRomfordPele? 😅

Christmas wishes from Arsenal! 🎄🎁",1352,126,2019,15321087,1478,0.01,165
59,"What's it like to train with @ThierryHenry?  🤔

That and more in the latest episode of #ArsenalNation: The Podcast!

Tune in to hear:

▪️ Jeremie Aliadiere speak openly about the injuries in his career
▪️ @RhysWeston1980 talk about mental health in football

🎧 Listen now! 👇",847,91,2019,15321087,938,0.01,283
60,"📺 Another edition of Access All Areas is here! 🙌

Go behind the scenes of Monday night's game and see all the crucial action - and much more - from a fresh new perspective!

🅰️🅰️🅰️ Access All Areas | Freddie's first win! 👇",2900,249,2019,15321087,3149,0.02,226
61,"💬 ""Freddie is good at relating to the players because he's done it, he's worn the shirt and he knows how it feels to be in our position.""

🗣 @JoeWillock speaks about the influence of @Freddie

🏆 #UEL",3794,290,2019,15321087,4084,0.03,203
62,"💬 ""They let the handbrake go and all of a sudden they played really good football.""

👔 Read what @Freddie had to say about the power of confidence in his pre-match press conference

🏆 #UEL",4175,383,2019,15321087,4558,0.03,192
63,"😎 All set for our final #UEL group stage game!

📸 Check out the full training gallery 👇",2354,189,2019,15321087,2543,0.02,89
64,"Getting set for the return of the @EuropaLeague! 🏆

🔜 #UEL https://t.co/Aw3fmp1zgy",5325,345,2019,15321087,5670,0.04,84
65,"Players and staff are continuing our long-standing tradition of donating a day's wages to The Arsenal Foundation...

...and we're happy to! 👍

👉 https://t.co/XEN4jAoISi 

❤️ @AFC_Foundation",3536,384,2019,15321087,3920,0.03,195
66,"🗞 Our latest team news report has updates on the following...

▪️ Hector Bellerin
▪️ Dani Ceballos
▪️ Rob Holding
▪️ Nicolas Pepe
▪️ Kieran Tierney
▪️ Granit Xhaka",6877,661,2019,15321087,7538,0.05,170
67,"The power of Pepe! 🌟

In the latest episode of The Breakdown, @AdrianJClarke takes a closer look at the Ivorian's influential performance and analyses how we turned Monday's game

📺 Watch the full episode now 👇",1682,172,2019,15321087,1854,0.01,214
68,"💛 Get your yellow 

Available now 👉 https://t.co/3dmNQh3PeU

@adidasfootball @adidasoriginals

#HereToCreate https://t.co/MUp2eQtt2l",3779,457,2019,15321087,4236,0.03,138
69,"🗓 #OnThisDay in 2011...

A simply outstanding volley from Robin van Persie! 👏 https://t.co/j8M2tgRztP",17042,2196,2019,15321087,19238,0.13,103
70,"🗓 We're into December and as the year comes to a close we're celebrating some of our favourite moments from 2019...

Let's start with some of our best goal celebrations! 🎉

Which of these was your favourite? 🤔 https://t.co/bI02cn0NxP",4183,417,2019,15321087,4600,0.03,237
71,😍 That moment from Nico! 😍 https://t.co/n1Wjv4qZ9h,16940,2436,2019,15321087,19376,0.13,50
72,"👀 ""Harvey! Where is Harvey?"" 😂

See what happened when one lucky @JuniorGunners member was surprised by his hero for a very special edition of UnClassic Commentary

Love that, @Aubameyang7 👊

🎙 Check out the full video 👉 https://t.co/TSxz4UzINo https://t.co/ICfDOG3OVw",6983,727,2019,15321087,7710,0.05,274
73,How much are you loving Gabi this season? 💛 https://t.co/5h5jqHzIB7,23736,1495,2019,15321087,25231,0.16,67
74,"🇧🇷 Gabriel Martinelli coming up clutch!

Goals: ⚽️⚽️⚽️⚽️⚽️⚽️⚽️⚽️
Assists: 🅰️🅰️

Age: 1️⃣8️⃣ https://t.co/fl0PNpYPQX",18522,1991,2019,15321087,20513,0.13,120
75,"TRUTH.

👍 @Freddie https://t.co/ZZ4fDQHZlu",11994,1174,2019,15321087,13168,0.09,44
76,"Happy birthday, @ReissNelson9! 🎈 

Our @ArsenalAcademy graduate turns 20 today 🥳 https://t.co/PuDGsCbiAH",12831,1008,2019,15321087,13839,0.09,106
77,"Will you be my yellow?

It's back. Only in selected adidas and Arsenal stores and online. Tomorrow at 9am

@adidasfootball @adidasoriginals 

#HereToCreate https://t.co/339DsrNiyM",18371,4194,2019,15321087,22565,0.15,185
78,"🤩 Waking up with that winning feeling! 

🤔 What was your favourite moment from last night's victory? https://t.co/O7lLwAAyaK",19399,3251,2019,15321087,22650,0.15,126
79,"💬 ""I thought what he did today was he worked really hard offensively and defensively and showed his quality.""

Read more from @Freddie on Nico's performance 👇",6909,566,2019,15321087,7475,0.05,160
80,"Smiles all round! 😄

#WHUARS https://t.co/P8jw3Blx9q",9241,956,2019,15321087,10197,0.07,54
81,"🤳 A message from @CalumChambers95...

#WHUARS https://t.co/mnGw8tLTdj",6346,497,2019,15321087,6843,0.04,71
82,"CONFIDENCE.

#WHUARS https://t.co/yY9171jNn9",30931,3975,2019,15321087,34906,0.23,46
83,"🗞 Freddie delivers an update on Tierney and Bellerin...

#WHUARS",3121,268,2019,15321087,3389,0.02,66
84,"🎼 ""We love you Freddie..."" 🎼

Great support at London Stadium tonight, Gooners! 👊

#WHUARS https://t.co/7drHZUtWNK",7878,862,2019,15321087,8740,0.06,118
85,RT https://t.co/bivYQFhYti,12091,1637,2019,15321087,13728,0.09,26
86,"🎢 An emotional rollercoaster! 

Describe how that game made you feel in THREE emojis...

😡 - 45 mins
😲 - 70 mins
😎 - 90 mins

#WHUARS https://t.co/MuLfGEoN3h",9862,1149,2019,15321087,11011,0.07,165
87,"💬 ""I'm so pleased for him... he will fall asleep with a smile on his face tonight!""

👔 @Freddie on Nicolas Pepe's performance in #WHUARS https://t.co/DkNFcpkYRa",11281,1253,2019,15321087,12534,0.08,162
88,"💛 Gabriel Martinelli appreciation tweet 💛

#WHUARS https://t.co/A0gGQ4Bves",34872,3581,2019,15321087,38453,0.25,76
89,"🇧🇷 Record breaker. History maker. 🇧🇷

#WHUARS https://t.co/jSv1EpTylJ",28096,4981,2019,15321087,33077,0.22,71
90,"Mood rn.

😄 @Freddie  

#WHUARS https://t.co/dF8h2RXzNt",20212,2238,2019,15321087,22450,0.15,59
91,"💪 We needed that tonight! 

 ⚒ 1-3 🟡 (FT)

#WHUARS",41127,7198,2019,15321087,48325,0.32,54
92,"And for our final change...

🔛 Nelson
↩️ Pepe

 ⚒ 1-3 🟡 (89) https://t.co/BuRzEPKPyk",2893,190,2019,15321087,3083,0.02,89
93,"An awkward moment as the stadium announcer says David Luiz has come on... when it's actually Matteo Guendouzi! 🙈

🔛 Guendouzi (not David Luiz)
↩️ Xhaka

 ⚒ 1-3 🟡 (87) https://t.co/iMc8zb4Bml",14482,2278,2019,15321087,16760,0.11,195
94,"Big final 10 ahead. Hold it strong, lads! 

 ⚒ 1-3 🟡 (80)

#WHUARS https://t.co/pOSgrzsi8V",5084,431,2019,15321087,5515,0.04,94
95,"🙌🙌🙌

#WHUARS https://t.co/w8ESW2cAmC",12419,1621,2019,15321087,14040,0.09,38
96,"AND AUBA MAKES IT THREE!!!! 

⚒ 1-3 🟡 (69)

#WHUARS https://t.co/a3NuwTAQ6H",14508,2430,2019,15321087,16938,0.11,79
97,"NICOOOOOOO!!!!!!

⚒ 1-2 🟡 (66)

#WHUARS https://t.co/VG1d7HX4aj",14484,2971,2019,15321087,17455,0.11,67
98,"💪 A first @PremierLeague goal for Gabriel Martinelli!

#WHUARS https://t.co/JppjSZUCFE",9271,1097,2019,15321087,10368,0.07,88
99,"GABI!!!

⚒ 1-1 🟡 (60)

#WHUARS https://t.co/NMDX7F9MhU",7943,1429,2019,15321087,9372,0.06,58
100,"We're back underway at London Stadium.

📻 Tune in for free live commentary of #WHUARS 👇",856,70,2019,15321087,926,0.01,89
101,"The hosts lead at the break.

#WHUARS",3245,325,2019,15321087,3570,0.02,39
102,"Goal for West Ham - scored by Ogbonna

⚒ 1-0 🟡 (38)

#WHUARS",3945,527,2019,15321087,4472,0.03,64
103,"Chance! 😲

Kolasinac and Aubameyang combine on the left, before Auba's cross is headed over at the far post by Ozil

⚒ 0-0 🟡 (33)

#WHUARS https://t.co/6Rf5Su35Rb",1916,134,2019,15321087,2050,0.01,168
104,"We've been forced into a change due to injury...

🔛 Kolasinac
↩️ Tierney

⚒ 0-0 🟡 (30)

#WHUARS https://t.co/85vOJr0lat",2437,191,2019,15321087,2628,0.02,126
105,"Let's get to it! 👊

⚒ 0-0 🟡 (1)

#WHUARS https://t.co/isE1WBDaVr",1365,139,2019,15321087,1504,0.01,68
106,"🏟 The teams are out at London Stadium!

📻 Tune in for live commentary on https://t.co/4KJlfKW7rt and the Arsenal app

#WHUARS",680,88,2019,15321087,768,0.01,129
107,"⚠️ There's been a late change to our team...

▪️ Bellerin has withdrawn due to injury
▪️ Maitland-Niles will start instead
▪️ Kolasinac now features on the bench

#WHUARS https://t.co/dZtKC2XsVx",4116,570,2019,15321087,4686,0.03,200
108,"〽️ @MesutOzil1088 

#WHUARS https://t.co/OPUfz9DqjM",5234,435,2019,15321087,5669,0.04,53
109,"👊 Ready for #WHUARS?

Join us for build up, discussion from our panel and social media reaction as we get set for tonight's @PremierLeague action

📺 Watch Arsenal Nation LIVE 👉 https://t.co/wwGxfNRCQm",891,78,2019,15321087,969,0.01,204
110,"😅 @Freddie  

#WHUARS https://t.co/7Yg6i6ZImE",10148,851,2019,15321087,10999,0.07,47
111,"📋 Here's our team news for tonight...

🇨🇮 Pepe starts
🇧🇷 Martinelli also in the XI
🏴󠁧󠁢󠁳󠁣󠁴󠁿 Tierney comes into back four
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Chambers partners Sokratis 

#WHUARS",21454,4127,2019,15321087,25581,0.17,171
112,"Congratulations, Bernd! 👏

🏆 @Bernd_Leno won the vote to become your Player of the Month for November",14902,1560,2019,15321087,16462,0.11,103
113,"🌃 Back in #PL action tonight! 

🆚 @WestHam
🏟 London Stadium
🏆 @PremierLeague
🕗 8pm kick-off (UK)

#️⃣ #WHUARS https://t.co/HqQHo5DQF9",2664,339,2019,15321087,3003,0.02,140
114,"🚀 Rambo with the rocket!

⏪ #OnThisDay in 2014... https://t.co/VEtQyfQ1M1",8391,905,2019,15321087,9296,0.06,75
115,"Happy birthday, Paul Davis! 🎈 https://t.co/t0UpzzYP4o",4441,266,2019,15321087,4707,0.03,53
116,"11.12.19

Always Original

#HereToCreate | @adidasfootball @adidasoriginals https://t.co/HZosOwyKCd",6984,777,2019,15321087,7761,0.05,103
117,"Getting set for #WHUARS 📸

Here's who trained ahead of West Ham 👇",5312,389,2019,15321087,5701,0.04,67
118,"Sunday sessions 💪

Focused on Monday.

#WHUARS https://t.co/GV7HaHBaWq",7155,588,2019,15321087,7743,0.05,74
119,"🗞 An update from our medical team

￭ @RobHolding95
￭ @DaniCeballos46

#WHUARS",2600,182,2019,15321087,2782,0.02,82
120,"🗓 #OnThisDay in 1996...

💥 @OfficialVieira scored his very first goal in Arsenal colours 🔴⚪️ https://t.co/vq5OCWteaA",4116,386,2019,15321087,4502,0.03,118
121,#RainbowLaces | #ArsenalForEveryone https://t.co/z3W3ogIuCj,8986,605,2019,15321087,9591,0.06,59
122,"💬 ""We didn't show up in the first half... We look very short on confidence. That's something we need to talk about.""

Freddie's honest assessment of #ARSBHA 👇",3994,356,2019,15321087,4350,0.03,160
123,"Our #ArsenalNation live pundits give their verdict on tonight's game

#ARSBHA https://t.co/U8qwtf9jAL",721,101,2019,15321087,822,0.01,103
124,"Full-time at Emirates Stadium.

#ARSBHA",10438,1852,2019,15321087,12290,0.08,41
125,"Our substitutes link up...

Good work by Tierney on the left-hand side and Ryan just about claws away Martinelli's header

#ARSBHA 🔴 1-2 🐦 (87)",958,60,2019,15321087,1018,0.01,147
126,"Goal for Brighton - Neal Maupay is the scorer.

#ARSBHA 🔴 1-2 🐦 (80)",6174,962,2019,15321087,7136,0.05,70
127,"And our final substitution...

↩️ @LacazetteAlex 
🔛 Gabriel Martinelli

#ARSBHA 🔴 1-1 🐦 (76) https://t.co/0IS4c7TFHV",1589,135,2019,15321087,1724,0.01,121
128,"Our second change comes at left back...

↩️ @seadk6
🔛 @KieranTierney1

#ARSBHA 🔴 1-1 🐦 (72) https://t.co/XuBo6cWqwx",921,76,2019,15321087,997,0.01,120
129,"David Luiz volleys in Ozil's free-kick... 

But after a VAR check, his strike is ruled out for offside.

#ARSBHA 🔴 1-1 🐦 (63)",1200,136,2019,15321087,1336,0.01,129
130,"Hang time 💫

#ARSBHA | @LacazetteAlex https://t.co/YOH62gI7kD",1167,118,2019,15321087,1285,0.01,63
131,"GET IN!

#ARSBHA 🔴 1-1 🐦 (51) https://t.co/mKDsjXQgyM",4413,803,2019,15321087,5216,0.03,55
132,"We made our first change at the break...

↩️ @Joewillock
🔛 Nicolas Pepe

#ARSBHA 🔴 0-1 🐦 (46) https://t.co/dvuE4DDier",2278,198,2019,15321087,2476,0.02,122
133,"🔙 underway at the Emirates

Listen to the second half live 👇",519,52,2019,15321087,571,0.0,62
134,"Behind at the break.

#ARSBHA",2075,199,2019,15321087,2274,0.01,31
135,"So close to an equaliser after good work by Auba...

But Ryan reacts well to keep out Willock's header

#ARSBHA 🔴 0-1 🐦 (42)",782,42,2019,15321087,824,0.01,128
136,"Goal for Brighton - scored by Adam Webster.

#ARSBHA 🔴 0-1 🐦 (36)",3568,506,2019,15321087,4074,0.03,67
137,"No breakthrough in north London just yet...

@Bernd_Leno has been tested by @OfficialBHAFC, though

#ARSBHA 🔴 0-0 🐦 (25) https://t.co/LpQc0L2XPC",855,78,2019,15321087,933,0.01,148
138,"We're underway at Emirates Stadium 💪

Don't have @primevideosport? 🤔

Listen to live commentary of #ARSBHA on https://t.co/4KJlfKW7rt and the Arsenal App 👇",578,73,2019,15321087,651,0.0,159
139,"🏠🏟

#ARSBHA https://t.co/rIyJnTL1Qk",2787,303,2019,15321087,3090,0.02,37
140,"💯 @LacazetteAlex 

#ARSBHA https://t.co/qMWdtgK8BO",6808,806,2019,15321087,7614,0.05,52
141,"🚨 Three changes from Sunday 🚨

🔙 Bellerin and Sokratis return
🇺🇾 Torreira comes in
🤝 Laca partners Auba

#ARSBHA",9508,2007,2019,15321087,11515,0.08,118
142,"📍 Emirates Stadium
👋 @Freddie

That welcome from Charlie George 🤩

#ARSBHA https://t.co/zKbi7K80Hp",7862,959,2019,15321087,8821,0.06,103
143,"Ready. 👊

#RainbowLaces | #ARSBHA https://t.co/RuIi3hK42X",4135,466,2019,15321087,4601,0.03,59
144,"Tonight's #ARSBHA programme 😍

￭ @Freddie's notes
￭ @Aubameyang7's quotes
￭ @HectorBellerin's interview
￭ And much, much more

Get your own copy right here 👇",2029,174,2019,15321087,2203,0.01,164
145,"⏪ Last time out @Bernd_Leno brought up a half-century of @Arsenal appearances...

5️⃣0️⃣ games
5️⃣0️⃣ saves

⛔️ Our #Lenomenal No 1 ⛔️ https://t.co/zEQe6W5yzv",8039,1096,2019,15321087,9135,0.06,163
146,"💬 ""Being here and having all these experiences is amazing, so I'm trying to look at the positives and enjoy every moment.""

📕 One Year On
✍️ By @LTorreira34",4368,307,2019,15321087,4675,0.03,159
147,"🇬🇧 Based in the UK?
💻 Looking to stream #ARSBHA?
🆓 It's LIVE on @primevideosport

Sign up for your 30-day trial 🤝",2041,165,2019,15321087,2206,0.01,117
148,"🔊 Sound on

@HectorBellerin sums it all up. ❤️

#ArsenalForEveryone | #RainbowLaces https://t.co/C0ovXyTsve",6984,821,2019,15321087,7805,0.05,111
149,"💬 ""Football unites everyone, regardless of your origin, your religion or your sexuality.

""Everyone needs to feel that they are part of the football community.

""This is what we are, especially here at Arsenal. We are a big, united family.""

@Aubameyang7 | #ArsenalForEveryone https://t.co/knhZ1xLPKj",10936,1207,2019,15321087,12143,0.08,306
150,"We're proud to be supporting @stonewalluk's #RainbowLaces campaign during #ARSBHA

#ArsenalForEveryone ❤️",6089,545,2019,15321087,6634,0.04,107
151,"Matchday 👊

🆚 @OfficialBHAFC
🏟 Emirates Stadium
🏆 @PremierLeague
🕗 8.15pm (UK time)

#️⃣ #ARSBHA https://t.co/sG6vxc3Y7A",4217,533,2019,15321087,4750,0.03,127
152,"📸 The hard work continues at Colney

Here's who trained ahead of #ARSBHA 👇",4668,326,2019,15321087,4994,0.03,76
153,"Here's the latest Christmas offer at ArsenalDirect 🎁

Check out the leisure range 👇",1232,95,2019,15321087,1327,0.01,85
154,"✅ Wednesday's session

🔜 #ARSBHA https://t.co/I6anjvqapF",5530,446,2019,15321087,5976,0.04,58
155,"🆕 @Freddie leads the session ahead of #ARSBHA

Want to see more exclusive footage from Colney?

📺 Over eight minutes of training action here 👇",4688,470,2019,15321087,5158,0.03,146
156,"💬 ""The three proudest moments of my career? That's easy...""

🇸🇪 Making Sweden debut
🔴 Making Arsenal debut
👔 Making managerial debut with Arsenal

🗣 @freddie https://t.co/mNMk0crRwP",8734,704,2019,15321087,9438,0.06,187
157,"That Dennis Bergkamp assist 🤤

🗓 #OnThisDay in 2001... https://t.co/8ZRhl6l1XW",11762,1569,2019,15321087,13331,0.09,80
158,"This game. This commentary. ❤️

So how does it feel to score in a north London derby? 🤔

Jeremie Aliadiere re-lives the match and tells some never-before-heard stories on #ArsenalNation: The Podcast 🎙",5460,622,2019,15321087,6082,0.04,204
159,"When @Aubameyang7 strikes ⚡️

An alternative look at #NORARS 🎬

🎥 Bench Cam feat. @Freddie",6473,563,2019,15321087,7036,0.05,94
160,"✅ First pre-match press conference

Every word from @Freddie ahead of #ARSBHA 👇",4559,427,2019,15321087,4986,0.03,81
161,"📍 Arsenal Training Centre

Getting back to it ahead of @OfficialBHAFC 💪

#ARSBHA https://t.co/1h56OncEuU",3939,339,2019,15321087,4278,0.03,108
162,"🤔 November Goal of the Month

1️⃣ Trae Coyle
2️⃣ @Aubameyang7
3️⃣ Tyreece John-Jules
4️⃣ @MustafiOfficial
5️⃣ Daniel Oyegoke
6️⃣ Kim Little
7️⃣ Tyreece John-Jules
8️⃣ @VivianneMiedema
9️⃣ @emilesmithrowe
🔟 @Aubameyang7

Vote for your favourite now 👇",2918,343,2019,15321087,3261,0.02,262
163,"🏆 November Player of the Month

🇬🇦 @Aubameyang7
🇩🇪 @Bernd_Leno
🇫🇷 @MatteoGuendouzi

Cast your vote for a chance to present the award 🗳",8129,529,2019,15321087,8658,0.06,140
